show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s4132,Movie,No Surrender,Jay Hayes,"Brandon Hayes, Kashanie Lagrotta",,,2017,13+,95 min,"Drama, Faith and Spirituality","Love is patient, love is kind. Love does not envy, is not boastful, is not conceited, but what do you do when you don't know love."
s4133,Movie,Ninnu Kori,Shiva Nirvana,"Nani, Nivetha Thomas, Aadhi Pinisetty",India,,2017,ALL,136 min,"Drama, International, Romance",This story is about Uma and Pallavi. While Pallavi proposes to elope Uma resents due to his scholarship deadlines asks for one more year. Pallavi ends up getting married to her parent's choice. She heads to USA post marriage. After one year Uma also lands up in USA to meet Pallavi and proposes to marry her.
s4134,Movie,My Pet Dinosaur,Matt Drummond,"Jordan Dulieu, Annabel Wolfe, Sam Winspear-Schillings, Tom Rooney, Harrison Saunders",,,2018,13+,94 min,"Action, Adventure, Kids","A tale of friendship, mystery and adventure when a young boy named Jake makes a new friend. But this lovable, mischievous little dinosaur begins to rapidly grow each day and now Jake can no longer keep his pet a secret."
s4135,Movie,My 3 Boys,Shorni Hardy,"Harriet Burnette, Ryan Mock Curry, Leaton Mitchell, Latanya Bond, Maquavian Garfield, Makari Garfield, Kelvin Airemen",,,2019,PG-13,85 min,"Drama, Faith and Spirituality, Special Interest","MAYBELINE a divorced woman, struggling to find herself, discovers her only sister SHARON (mother of 3 young boys), is terminally ill. MAYBELINE's life is upside down, as she takes on a role she never anticipated, fighting to save herself and the 3 young boys."
s4136,Movie,Milk Money,Richard Benjamin,"Ed Harris, Melanie Griffith, Michael Patrick Carter, Malcolm McDowell, Philip Bosco, Anne Hesch, Casey Siemaszko, Brian Christopher, Adam LaVorgna, Kevin Scannell",United States,,1994,PG-13,109 min,"Adventure, Comedy, Drama","Twelve-year-old Frank Wheeler is determined to solve life's biggest mystery, women! So he pools his piggy-bank money and heads for the big city. The plan: to peek at a naked lady."
s4137,Movie,Mary Higgins Clark's: You Belong to Me,Paolo Barzman,"Lesley-Anne Down, Daniel Morgenroth, Tony De Santis, Kate Trotter, Barclay Hope",,,2002,PG-13,94 min,"Drama, Suspense","After a radio talk show host takes to the airwaves to discuss recent slayings of lonely women aboard cruise ships, she receives information that leads her to believe she knows the killer and may be the next target."
s4138,TV Show,Listening Snow Tower,,"Qin Junjie, Crystal Yuan, Han Chengyu, Lin Yuan",,,2019,13+,1 Season,"Action, Drama, Romance","When her parents are killed by the tyrannical Moon sect, a young girl is trained alongside future martial arts masters to one day bring peace back to the land. As she fights for justice and falls in love, can she avenge her family from protect her people?"
s4139,Movie,Lea & Pop - Episodes & Kids Songs,Mora TV,Lea & Pop,,,2021,ALL,49 min,"Animation, Kids","Learn colors and have fun wish Lea and Pop. Every day is a good day to sing and play. All of these are great songs for Pre-K and Preschool kids. Songs about colors for toddlers is an excellent way to make them learn colors quickly & in a fun way. Children love learning the names of colors and being able to say what color objects are. Sing and learn your colors, it's a fun and easy way!"
s4140,Movie,Kickin' It Old Skool,Harvey Glazer,"Jamie Kennedy, Maria Menounos, Miguel A. Núñez Jr., Michael Rosenbaum, Christopher McDonald, Debra Jo Rupp, Bobby Lee",,,2007,PG-13,109 min,"Action, Comedy","A young breakdancer hits his head during a talent show and slips into a coma for twenty years. Waking up in 2006, he looks to revive his and his team's career with the help of his girlfriend and his parents."
s4141,Movie,Jamie Kennedy: Uncomfortable,Manny Rodriguez,Jamie Kennedy,,,2010,18+,62 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",Jamie Kennedy is hilarious as he reveals his life observations including his dating Jennifer Love Hewitt. He tells it all in this stand-up comedy special.
s4142,Movie,In Remembrance of Martin,Kell Kearns,,,,1986,,57 min,Documentary,"Personal comments from family, friends, and advisors fill this remarkable documentary honoring Dr. Martin Luther King, Jr."
s4143,Movie,Hello Charlie,Pankaj Saraswat,"Jackie Shroff, Aadar Jain, Shlokka Pandit, Elnaaz Norouzi, Rajpal Yadav, Darshan Jariwalla, Girish Kulkarni, Siddhanth Kapoor, Bharat Ganeshpure",,,2021,13+,102 min,Comedy,"Charlie is a young simpleton daydreamer, currently, a pizza delivery boy, who finds himself driving his uncle’s truck , Girnaar Express to deliver a gorilla from Mumbai to the jetty at Diu. Charlie is unaware that the gorilla is disguised business tycoon M.D.Makwana who is on the run after comitting a multi crore scam. It is a mad road journey that ends up making a hero out of a simpleton."
s4144,Movie,Harriet Tubman - They Called Her Moses,Robert Fernandez,"Dr. Eric Lewis Williams, Carl Westmoreland",,,2018,13+,46 min,Documentary,"Discover the real Harriet Tubman in this compelling documentary narrated by Alfrelynn Roberts and featuring expert interviews with leading scholars, Dr. Eric Lewis Williams of the Smithsonian Institute and Carl Westmoreland of the National Underground Railroad Freedom Center. It also features remarkable early 20th century audio recordings of African-American spirituals sung by former slaves."
s4145,Movie,Harlock: Space Pirate,Shinji Aramaki,"Yû Aoi, Jessica Boone, Ayano Fukuda, Arata Furuta",,,2014,16+,111 min,"Animation, Science Fiction","Mankind is dying. Only one man can do anything about it, Space Captain Harlock, but the Gaia Coalition will stop at nothing to end him."
s4146,Movie,Grateful Dawg,Gillian Grisman,"Jerry Garcia, David Grisman, Ricky Jay",,,2000,PG-13,82 min,Documentary,"Details the deeply rooted musical friendship between Jerry Garcia and David Grisman. Includes live Garcia/Grisman performances as well as rare and unique personal moments from the studio, backstage and home-style jam sessions. Interviews with friends and family are intertwined with live and archival elements, creating an intimate portrait of Jerry and David's relationship."
s4147,Movie,Grandma's House,Paul D. Hannah,"Loretta Devine, Coco Jones, Paige Hurd, Wendy Raquel Robinson",,,2017,13+,95 min,"Drama, Faith and Spirituality","A teenager and her step-brothers are forced to move in with Grandma. They learn the true meaning of love, faith, and family through the strict rules she imposes, and devotion she displays as the extended family has its ups and downs."
s4148,Movie,George Carlin: Life Is Worth Losing,Rocco Urbisci,George Carlin,,,2007,18+,74 min,"Arts, Entertainment, and Culture, Comedy, Documentary","George Carlin returns to the stage in Life is Worth Losing, his 13th live comedy stand-up special, performed at the Beacon Theater in New York City for HBO. Life is Worth Losing includes: ""A Modern Man,"" ""Three Little Words,"" ""The Suicide Guy,"" ""Extreme Human Behavior,"" ""The All-Suicide Channel,"" ""Dumb Americans,"" ""Pyramid of the Hopeless,"" and ""Autoerotic Asphyxia."""
s4149,Movie,Frances,Graeme Clifford,"Jessica Lange, Sam Shepard, Kim Stanley, Darrell Larson, Woodrow Parfrey, Jack Riley",,,1982,R,140 min,Drama,Jessica Lange stars in her Oscar-nominated performance of the true story of Frances Farmer's meteoric rise to fame in Hollywood and the tragic turn her life took when she was blacklisted.
s4150,Movie,First We Take Brooklyn,Danny A. Abeckaser,"Harvey Keitel, Charlotte McKinney, AnnaLynne McCord",,,2018,,90 min,"Action, Drama, Suspense","A Violent Criminal, recently released for a murder he committed at just 17-years old, travels overseas and moves to Brooklyn and immerses himself in a dangerous gangster under-world."
s4151,Movie,Enchantimals Secrets of Snowy Valley,Jayson Thiessen,,,,2020,ALL,44 min,"Animation, Kids","Pristina Polar Bear's desperate search for her missing bestie leads her to Snowy Valley, where a hot cocoa accident threatens to destroy an endangered glacier. In an effort to save the glacier, Pristina and her friends venture deep into its interior where they discover ancient magical secrets frozen in time... and much, much more!"
s4152,Movie,Eden,Megan Griffiths,"Jamie Chung, Beau Bridges, Matt O'Leary",,,2013,R,98 min,"Drama, Suspense","In this electrifying thriller inspired by true, harrowing events, Jamie Chung stars as, a young Korean-American girl abducted and forced into prostitution by a human and drug trafficking ring. She learns the only way to survive is to earn the trust of those in charge. But as her influence within the operation grows, she must decide just how much of herself she's willing to lose to survive."
s4153,Movie,Double Mommy,Doug Campbell,"Morgan Obenreder, Mark Grossman, Bruce Boxleitner",,,2017,13+,88 min,"Drama, Suspense",Ryan discovers his friend Brent is the father of one of his girlfriends twins babies and that he date raped her at a party over the summer. With college around the corner he will stop at nothing to clear his name.
s4154,Movie,Divine Beaches,Mark Knight,,,,2016,ALL,120 min,Special Interest,"This relaxing video postcard features beautiful HD vistas with no narration or music-just the natural sounds and video. This long-play program from Sharecare Windows is a compilation of our most popular beach and ocean programs presented in a three-hour master program, ideal for relaxing or as a background video. Enjoy some of the most beautiful oceans and beaches for relaxation or meditation."
s4155,Movie,Delightfully Dangerous,Arthur Lubin,"Jane Powell, David Manners, Ralph Bellamy, Constance Moore, Morton Gould Orchestra, Arthur Treacher, Louise Beavers",,,1945,13+,98 min,"Arts, Entertainment, and Culture, Comedy, Romance","15-year-old Sherry Williams dreams of becoming a Broadway singing star, just like her older sister Josephine. Suffering a case of stage fright before a school performance, Broadway producer Arthur Hale encourages Sherry. Sherry decides to make a surprise trip to New York, where she discovers that Josephine is actually a stripper in a tawdry burlesque house. Formulating a plan to get Arthur to marry Josephine, Sherry also arranges to have she and her sister star in Hale's latest Broadway production. A fun musical romance starring teen sensation Jane Powell in her second starring movie roll."
s4156,Movie,Death Clique,Doug Campbell,"Barbara Alyn Woods, Tina Ivlev, Lexi Ainsworth",,,2015,13+,89 min,"Drama, Suspense",A jealous rivalry between three high school girls leads to a shocking crime.
s4157,Movie,Darra,Parveen Kumar,"Gurpreet Ghuggi, Happy Raikoti, Kartar Cheema, Shivendra Mahal, Sardar Sohi, Karamjit Anmol, Rana Ranbir, Pammi Bai, Nirmal Rishi ji",,,2016,13+,121 min,Drama,"After returning from school and marrying, a popular farmer becomes a target of jealousy."
s4158,Movie,Cold War,Pawel Pawlikowski,"Joanna Kulig, Tomasz Kot, Borys Szyc, Agata Kulesza, Jeanne Balibar, Cédric Kahn",,,2018,R,89 min,"Arthouse, Drama","Included with your Prime membership. Nominated for 3 Academy Awards including Best Director, comes a passionate love story between two people of different backgrounds, who are fatefully mismatched and yet condemned to each other. Set against the background of the Cold War in the 1950s, the film depicts an impossible love story in impossible times."
s4159,Movie,CoComelon and Friends Halloween Special,Moonbug Entertainment,,,,2020,ALL,29 min,Kids,"CoComelon and friends are here to help preschoolers learn letters, numbers, colors, and more. The videos impart prosocial life lessons, providing parents with an opportunity to teach and play with their children as they watch together. Join us in this spooky Haloween special which includes videos from CoComelon, Little Baby Bum, and more!"
s4160,Movie,Child Support,Beasy Jones,"Tristin Fazekas, Crystal the doll, Daris (DW) Bass, Tory Monay, Indigo Holiday, Marcus (J-Boy) Jenkins, Kaydence Alise Meeks",,,2020,16+,83 min,"Comedy, Drama",The story of a young man struggling to become a provider for his child and soon finds himself under the attack of a one sided child support system.
s4161,Movie,Chai Kahani,Arun kumar Bandari,"Karthik, Shravanthi, Madhav, Chittoju krishna, Ravali, Akhil teja, Silver suresh",,,2021,16+,54 min,"Drama, Romance","Chai Kahani Is the story of a passionate writer who gets a dream from past six months. He believes that the story in the dream is trying to communicate with him, one fine day he receives a flyer, which has a different promotional advertisement, writer visits to that café to talk to the person and there he finds the complete story. Now what is the story??"
s4162,Movie,Calendar Girl,Allan Dwan,"Jane Frazee, William Marshall, Gail Patrick, Kenny Baker, Victor McLaglen",,,1947,ALL,84 min,"Arts, Entertainment, and Culture, Drama","At the turn of the 19th century at Miss Rich's boarding house, many young artists and performers have a temporary home while they try to achieve stardom in New York. Patricia O'Neil (Frazee) becomes involved in a romantic triangle after the wealthy artist next door Steve (Ellison) asks her to be his next model, which doesn't sit well with Patricia's current boyfriend, Byron (Baker), an aspiring composer. The stories of the other fascinating residents of the boarding house are included as interesting sub-plots, along with several wonderful musical numbers. A much better than average low budget musical."
s4163,Movie,Blippi's Great Green Adventure!,Moonbug Entertainment,Stevin John,,,2021,ALL,42 min,Kids,"This Earth Day, join Blippi as he learns all about the planet and transforms a piece of littered land into a beautiful garden!"
s4164,Movie,Big Legend,Justin Lee,"Kevin Makely, Todd A. Robinson, Amanda Wyss, Lance Henricksen",,,2018,,89 min,"Action, Horror, Suspense","Following the trail of his missing fiance, one man finds more than he bargained for when teaming up with a local hunter who has his eyes set on the ultimate prize: finding Bigfoot."
s4165,Movie,Beautiful Sunrises and Sunsets with music,Mark Knight,Mary Kay Kayaltizer,,,2019,,60 min,"Documentary, Special Interest",Sharecare Windows presents the beauty of the great outdoors inside. Relax with beautiful sunrises and sunsets from around the world. This original collection showcases the inspirational beauty of nature accompanied by original music scores created exclusively for Sharecare Windows. Each original program creates an engaging and relaxing escape into nature.
s4166,Movie,Beautiful Soothing Sites,Mark Knight,,,,2016,ALL,120 min,"Arthouse, Special Interest","Extra long play engaging and scenic background video from the Sharecare Windows. Entertain your guests for hours, or simply relax, read a book and experience the World in high definition. Enjoy some of the world's most beautiful places with no music or voice over, just natural sounds recorded on location. All Sharecare Windows videos are included in your Prime membership."
s4167,Movie,Atlas Shrugged: Part I,Paul Johansson,"Taylor Schilling, Grant Bowler, Matthew Marsden, Edi Gathegi, Jsu Garcia, Graham Beckel, Jon Polito, Patrick Fischler, Rebecca Wisocky, Michael Lerner",,,2011,PG-13,97 min,"Drama, Science Fiction, Suspense",Railroad executive Dagny Taggart and steel mogul Henry Rearden form an alliance to fight the increasingly authoritarian government of the United States.
s4168,Movie,Angel of the Skies,Christopher-Lee dos Santos,"Nicholas Van Der Bijl, Adam Boys, Andre Frauenstein",,,2013,,102 min,"Action, Adventure","War is declared and Britain must take action against Nazi Germany if Europe is going to be saved from its ruthless clutches. Determined to beat the enemy Flt. Office Earl Kirk, a young South African pilot, volunteers his services to the Royal Air Force, sacrificing his family, his future and himself in the fight against evil."
s4169,Movie,Android Uprising,Andrew Bellware,"Kate Britton, Jared van Heel",,,2020,18+,81 min,"Action, Science Fiction","After being paralyzed in battle, Sgt Slade is put inside an android body. But when her identity's mistaken by antigovernment activists, she gets trapped in a mind-bending plan that threatens to destroy everything she has made sacrifices to protect."
s4170,Movie,Amazing Christmas Recipes For Kids,HooplaKidz,,,,2019,7+,26 min,"Kids, Special Interest","This Christmas, let Santa know what an amazing cook you are! Bake to impress with these tasty and delicious recipes, perfect for an amazing Christmas party."
s4171,Movie,All In: The Fight for Democracy,"Liz Garbus, Lisa Cortes","Stacey Abrams, Ari Berman, David Pepper, Carol Anderson, Sean J. Young, Lauren Groh-Wargo, O.J. & Barbara Semans, Kristen Clarke, Michael Waldman, Desmond Meade, Eric Holder, Marcia Fudge, Alejandra Gomez, Eric Foner, Debo Adegbile, Jayla Allen, Michael Parsons, Luci Baines Johnson, Frances Fox Piven, Andrew Young, Bert Rein",,,2020,PG-13,102 min,"Documentary, Drama","ALL IN: THE FIGHT FOR DEMOCRACY examines the issue of voter suppression in the US. The film interweaves personal experiences with activism and historical insight to expose a problem that has corrupted our country from the beginning. With the expertise of Stacey Abrams, the film offers an insider’s look into the barriers to voting."
s4172,Movie,Alex James: Slowing Down Fast Fashion,Ben Akers,Alex James,"United Kingdom, France, United States",,2016,7+,65 min,"Documentary, Special Interest","Alex James, Blur bassist turned cheesemaker, presents this critical look at the fashion industry and its enormous human and environmental cost. Far from predicting the apocalypse, Slowing Down Fast Fashion seeks to provide solutions. By talking to designers, activists and high street brands, the film shows that there is a wide ranging and ever growing thirst for change."
s4173,Movie,Alex in Wonderland,Srinivasan Venkatesh,Alexander Babu,,,2019,13+,136 min,"Arts, Entertainment, and Culture, Comedy, International","Alex takes you on a trip down the memory lane, blending Tamil cinema, music, philosophy and humour in a heady mix of hope and hilarity. The feel-good show of this multitalented comedian, celebrated by audiences around the world, is sure to light you up with love and laughter."
s4174,Movie,Act Naturally,J.P. Riley,"Liz Lytle, Katie L. Hall, Susan May Pratt, Alan Cox, Sadie Alexandru, Rob Roy Fitzgerald",,,2013,18+,93 min,"Comedy, Drama","When two estranged stepsisters inherit their father's nudist colony, getting back to nature has never been so completely unnatural."
s4175,Movie,Abandoned,John Laing,"Dominic Purcell, Peter Feeney, Owen Black",,,2016,,86 min,"Action, Suspense","The true story of four men who face almost certain death when their yacht capsizes. With little more than hope and each other, the men drift in the frigid Pacific for 119 days."
s4176,Movie,A Time for Heaven,"Craig McMahon, Auturo Gavino","John Paquette, Barbara McBain, Greg Lutz, Julie Van Lith, Shari K. Green, Nadine Jackson, Mitch Etter, Bill Wetherill, Tim Helmstader",,,2018,7+,88 min,Drama,"Based on the incredible true story about a tenacious nurse, who helped people that had reached the end of their lives come to terms with God and heaven, was assigned an unexpected patient. From the creators of ""A Box of Faith"" and ""Before All Others"" comes this inspirational story of unconditional love."
s4177,Movie,30 Minutes to Relax in Nature,Mark Knight,,,,2012,ALL,30 min,Special Interest,"A relaxing video postcard with no narration-simply the natural sounds and video in HD. Views include Desoto Falls Fort Payne, Iao Valley Maui, Sipalay Boats Philippines, Island of Hawaii beach, Del Norte Coast California, Grand Bahama Island Infinity Pool, #18 hole of Punta Mita Golf Course, Glassfish Apo Island Philippines, Schroon River Adirondack Mountains, and Fishing Boats in Aruba."
s4178,Movie,15-Minute Yoga Core 1.0 Workout,,Maggie Binkley,,,2018,ALL,18 min,Fitness,"The benefits of yoga in just 15 minutes. This Yoga Core session will stretch your muscles & work your entire core. This full body stretch will also help you strengthen the muscles surrounding your spine, working to help improve posture & minimize back pain. Follow the Yoga Series 1.0 Program Schedule, and download my Yoga Guide, as shown on my website (FitnessMaggie)."
s4179,Movie,15-Minute HIIT One 8.0 (tabata workout with weights),,Maggie Binkley,,,2019,ALL,23 min,Fitness,"Series 8.0 has two HIIT workouts- this is the first one, and the start to your week! This weighted tabata-style workout will burn major calories, build & tone your muscles & leave you feeling accomplished + proud. Follow the schedule for 4+ weeks for optimal results after Series 7.0. Head to my website (FitnessMaggie) for the weekly schedule (6 efficient workouts), yoga series schedules & more."
s4180,Movie,15-Minute Full Body Balance & Tone 7.0 Workout (with weights),,Maggie Binkley,,,2019,ALL,20 min,Fitness,"A full body workout of compound exercises that recruit your muscles in fresh and varying ways. This workout will place extra emphasis on use of your core muscles as you tone your entire body. Begin after 4+ weeks in Series 6.0. Head to my website (FitnessMaggie) for the 7.0 weekly schedule (6 efficient workouts/week), yoga series schedules & more."
s4181,Movie,13th Locker,Adam Montierth,"Ricky Schroder, Rick Hoffman, Jon Gries, Jason Spisak, Jon Polito, Krista Allen, Tatyana Ali, David Huddleston, Curtis Armstrong, Bart Johnson, Jesse Garcia, Steve Eastin, Victor Campos, Jason Marsden, Alexander Polinsky, Marina Benedict, Thomas Calabro, Jose Rosete",,,2020,13+,103 min,"Drama, Suspense","13th Locker is a Thriller Anthology Film similar to classic TV Series like Twilight Zone and Suspense, which feature people who find themselves in dangerous and life-threatening situations. Skip delves into the mysteries of an old creepy locker. His sage supervisor recounts 4 chilling cautionary tales to warn Skip and the stories come into play when Skip faces a life-or-death decision of his own."
s4182,Movie,Yardie,Idris Elba,"Aml Ameen, Shantol Jackson, Stephen Graham, Fraser James, Sheldon Shepherd, Everaldo Creary",,,2018,R,102 min,"Action, Adventure","Yardie is the fresh, compelling and remarkable directorial debut from Idris Elba."
s4183,Movie,When the Moon was Full,Narges Abyar,"Elnaz Shakerdust, Hootan Shakiba, Fereshteh Sadre Orafaiy, Pedram Sharifi",,,2020,,137 min,"Action, Drama, Suspense",In the market Abdolhamid meets Faezeh and falls in love with her. They get marry and begin their life. But after a while Faezeh becomes aware of Abdolhamid's family in Sistan and Baluchestan province and that they are doing illegals. Faezeh decides to escape with her husband to Pakistan but there they meet Abdolhamid's brother Abdolmalek Rigi who is a terrorist.
s4184,Movie,Time,Garrett Bradley,"Fox Rich, Rob G. Rich",United States,,2020,PG-13,81 min,Documentary,"In this intimate yet epic love story filmed over two decades, indomitable matriarch Fox Rich strives to raise her six sons and keep her family together as she fights for her husband’s release from the Louisiana State Penitentiary, commonly known as Angola."
s4185,Movie,The Music of Silence,Michael Radford,"Antonio Banderas, Jordi Mollà, Luisa Ranieri, Toby Sebastian",,,2018,16+,115 min,"Arts, Entertainment, and Culture, Drama","Based on the extraordinary true story of Andrea Bocelli, a blind boy, who against all odds, becomes one of the most world renowned opera singers."
s4186,Movie,The Horse Dancer,Joel Paul Reisig,"Sophie Bolen, Jason London, Richard Karn",,,2017,7+,114 min,Drama,"When one of America's most promising young gymnasts, Samantha Wick, is cut from the Olympic team, she decides to follow her dreams of horseback riding by joining a girls horse camp. With financial troubles threatening to shut the camp down, Samantha uses her gymnastic prowess to start a horse-dancing team to raise money and save the camp!"
s4187,Movie,Telephone Operator,Scott Pembroke,"Judith Allen, Grant Withers, Warren Hymer, Alice White",,,1937,13+,61 min,"Action, Drama, Suspense","An impending flood has telephone linemen Red (Withers) and Shorty (Hymer) racing against the oncoming storms to hook up phone lines to a huge dam. Red manages to find time during his heroics to romance telephone operator Helen (Allen), which begins as a stormy professional relationship, filled with enjoyable witty banter between the two. Shorty has a romance of his own with Helen's friend and co-operator Dottie (White). The weather intensifies and the flood arrives, challenging all four in their duties to keep the telephone lines running during the crisis, against all odds and some amount of danger."
s4188,Movie,Technotise: Edit & I,"Aleksa Gajic, Nebojsa Andric, Stevan Djordjevic","Sanda Knezevic, Nebojsa Glogovac, Jelisaveta Sablic, Petar Kralj, Nikola Djuricko, Srdjan Todorovic",,,2009,16+,90 min,"Animation, Drama, Science Fiction","Belgrade 2074. Edit is a student. After a few failed exams she decides to implant a memory chip, but something strange starts happening to her."
s4189,Movie,Sumukhi Suresh - Don’t Tell Amma,Angshuman Ghosh,Sumukhi Suresh,,,2019,18+,64 min,Comedy,"Don’t Tell Amma is stand up comedian, Sumukhi Suresh’s first stand up special. She talks about growing up poor in Nagpur but with rich people resume, the truth about Nutella - Khichdi and most importantly about her wildcat Amma. She has no plans to tell her Amma about this show and you better not either! But do me a favor and tell your Amma about the show or better, make her watch it!"
s4190,TV Show,Strange Days at Blake Holsey High,,"Emma Taylor-Isherwood, Shadia Simmons, Michael Seater, Noah Reid, Robert Clark",,,2005,TV-PG,3 Seasons,"Action, Science Fiction","Josie and the Science Club gang are back! This season has clones, Venus Flytraps, DNA, tesseracts, card games, and of course, wormholes!"
s4191,Movie,Status Update,Scott Speer,"Ross Lynch, Olivia Holt, The Fat Jewish, Courtney Eaton, Gregg Sulkin",,,2018,PG-13,106 min,"Comedy, Drama, Young Adult Audience","Ross Lynch stars as high school student Kyle Moore, who after being uprooted by his parents' separation and unable to fit into his new hometown, stumbles upon a magical app that causes his social media updates to come true. Status Update also stars Olivia Holt, Courtney Eaton, Gregg Sulkin and The Fat Jewish."
s4192,Movie,Nemr: No Bombing in Beirut,Nemr,Nemr,,,2017,,61 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","In this special filmed in both Lebanon and America, Nemr puts together an hour of uproarious comedy capturing thousands of people from the Middle East and America laughing at the same jokes, told by the same man. From his childhood in America, to his later years in Lebanon, Nemr recounts his life and touches on childhood, family, relationships, religion, war and the power of perspective."
s4193,Movie,My contract,MIRACLE NDUKA,"BEN LUGO TOUITOU, JIDE KOSOKO, AYO ADESANYA, JIBOLA DABO",,,2020,13+,102 min,Drama,"What is the fate of a young graduate hustling to make ends meet in the mega city of Nigeria, Lagos, whose greedy and dubious boss out of ignorance leads him to the hands of his life changer and destiny helper? He is left to battle his boss to progress with his life or die a pauper."
s4194,Movie,Mara: River of Death,,,,,2016,ALL,51 min,"Documentary, Special Interest","East Africa's Mara River is both a giver of life and and bringer of death. It is a crucial crossing point for the largest migration of mammals on the planet, including millions of zebras and wildebeests. It is also the stage for an ancient and bloody confrontation between these herds and crocodiles. With the gathering of predators and prey on its banks, the water is sure to run red with blood."
s4195,Movie,Learning With Little Baby Bum,Cannis Holder,,,,2019,ALL,49 min,Kids,"A compilation with original LittleBabyBum educational songs, like Eat Your Vegetables, Making Friends Song, Weather Song and many more!"
s4196,Movie,Hummingbirds,Paul Reddish,David Attenborough,,,2013,7+,53 min,"Documentary, Special Interest","David Attenborough takes us into the remarkable lives of hummingbirds via stunning slow motion photography. Everything about these tiny birds is superb and extreme. They have the highest metabolism, fastest heart beat and most rapid wing beat in the avian world. They evolved to feed on flowering plants but are now a crucial part of wider ecosystems. How do they mate, raise their young, and live?"
s4197,Movie,From Other Worlds,Barry Strugatz,"Cara Buono, Melissa Leo, Robert Downey Sr.",,,2004,,85 min,"Comedy, Science Fiction","A stressed-out single mom from Brooklyn is abducted by aliens. Upon her return to Planet Earth, she finds new meaning in life by stumbling into romance and saving the human race."
s4198,Movie,Fantastic Learning Songs - Little Baby Bum,Cannis Holder,,,,2019,ALL,37 min,Kids,"Everybody loves having fun, and in this amazing collection of videos you can learn while doing it! Sing along to classic Little Baby Bum songs like the 'Times Tables Song' and 'Nature Painting!'."
s4199,Movie,Emotional Fool,Prince Jagrit Kiriti,"Jagrit Kiriti, Vishika, Sampath, Shruthi",,,2021,18+,47 min,"Drama, Romance","The movie starts with the break up of Shruthi and her boyfriend in a cafe. The reason behind this is just because he always becomes so emotional. Vishika, who sits at a neighbouring table observes the entire thing that happened between them. After he leaves, she asks Shruthi about the issue and recollects her own story in which she has the same kind of emotional fool (her boyfriend) for herself."
s4200,Movie,Dudes & Dragons,"Maclain Nelson, Stephen Shimek","James Marsters, Kaitlin Doubleday, Luke Perry, Adam Johnson",United States,,2016,13+,114 min,"Action, Adventure, Fantasy","When a powerful wizard (James Marsters) vows to rid the land of love through the use of his fire-breathing dragon, a brave team of eccentric warriors embark on a grand quest to break the curse, defeat the wizard, and slay his terrible beast."
s4201,Movie,Different Worlds,"Terrence Rosemore, Chris Eneaji","Kenneth Okolie, Tadasay Young, Kofi Adjorlolo, Lilian Esoro, Ngozi Ezeonu",,,2020,13+,117 min,"Comedy, Romance",A Nigerian man travels to America for adventure and has a life changing encounter with a New Orleans artist.
s4202,Movie,Dead Man's Cards,James Marquand,"Paul Barber, Samantha Janus, Spencer Wilding",,,2006,,88 min,"Action, Drama","When Tom's boxing career ends abruptly, he's offered a job as a door man at a rundown night club. There he meets Paul, a volatile man with a history of bloodshed. Paul tries mentoring Tom on living a ""clean"" life, but the two men are soon unavoidably at odds with vicious local gangsters, and the violence running through their veins is about to erupt."
s4203,Movie,Dark Was the Night,Jack Heller,"Kevin Durand, Lukas Haas, Bianca Kajlich",,,2015,13+,99 min,"Horror, Science Fiction, Suspense","Maiden Woods is a remote and quiet town of decent hard-working people, but something stirs in the dark woods surrounding this isolated community. After a logging company decimates an area of the forest, a rash of increasingly violent and unexplainable events transpires."
s4204,Movie,"Come On, Tarzan",Alan James,"Ken Maynard, Tarzan the Horse, Merna Kennedy, Niles Welch",,,1932,13+,56 min,Western,"Ken Maynard's exceptionally intelligent horse, Tarzan the Wonder Horse, is the star of this western about evil cowboy Steve Frazer (Welch) who gathers horses for slaughter, whose meat is sold to pet food manufacturers. The wild horse Tarzan frees the doomed horses from their corrals, and Frazer convinces the Sheriff that Tarzan is a threat and can be shot on sight. Local cowboy Ken Benson (Maynard) and rancher Pat Riley (Kennedy) work together to clear Tarzan's good name and put Frazier behind bars for his evil deeds."
s4205,Movie,Cocktail Hour Cities Edition II,Jim Wilmer,Magnus Ringblom Quartet,,,2020,ALL,59 min,"Documentary, Special Interest",Relaxing original jazz composed by Magnus Ringblom Quartet accompanied by soothing and beautiful HD video from cities around the world.
s4206,Movie,Christian Hymns,Mark Knight,Ken Elkinson,,,2016,ALL,27 min,"Faith and Spirituality, Music Videos and Concerts","Beautiful and Inspirational instrumental Christian Hymns accompanied by original nature video Sharecare Windows. Piano music by Ken Elkinson. Hymns include, Amazing Grace, Faith Of Our Fathers, Jesus Loves Me, Joy of Mans Desire, Praise To The Almighty, and What a Friend We Have In Jesus."
s4207,TV Show,Burb Patrol,,"Matt Rife, Juhahn Jones",,,2021,13+,1 Season,"Arts, Entertainment, and Culture, Comedy","Burb Patrol follows the workplace adventures of Randall (Juhahn Jones), an uncompromising by-the-book security guard and his partner Alex (Matt Rife(, an unmotivated slacker as the duo keeps the members of a gated suburban community safe against a slew of first-world problems."
